"x"	"y"
0.001	1.04865189168538
0.00372759372031494	0.672756647297043
0.0138949549437314	0.867071684068087
0.0517947467923121	0.613434608944155
0.193069772888325	0.401804419293608
0.719685673001151	-0.0597976123065655
2.68269579527972	0.498946230246957
10	-0.0177174204235117
0.001	0.961683035506653
0.00372759372031494	0.87213142461247
0.0138949549437314	0.866377234900992
0.0517947467923121	0.840515530660853
0.193069772888325	0.378278460135364
0.719685673001151	0.174019630219303
2.68269579527972	-0.0391168243101156
10	0.0915909740510682
0.001	0.901463257776669
0.00372759372031494	0.930905865865627
0.0138949549437314	0.990073280703148
0.0517947467923121	0.688656696217161
0.193069772888325	0.419177866165101
0.719685673001151	0.267576492711494
2.68269579527972	-0.0284964677830126
10	-0.145412750423959
